,Référence Chantier,Code postal arrondissement - Commune,Date début du chantier,Date fin du chantier,Responsable du chantier,Maîtrise d'ouvrage principale,Surface (m2),Synthèse - Nature du chantier,Encombrement espace public,Impact stationnement,Identifiant demande CITE,Identifiant Chantier CITE,geo_shape,geo_point_2d,forme_geo
3764,EC306344,75017,2023-02-27,2023-04-14,Opérateurs de réseau (gaz-électricité-RATP-etc),FRAICHEUR DE PARIS,405.03,,EMPRISE_CHAUSSEE,,741644,202417,"{""coordinates"": [[[2.3010827780754544, 48.8821014953468], [2.301153647687243, 48.88208115238764], [2.3007739259938393, 48.881587261283855], [2.300671994146518, 48.88163705929747], [2.3007644994792233, 48.88174081457748], [2.3009045934980805, 48.88186549011914], [2.3010827780754544, 48.8821014953468]]], ""type"": ""Polygon""}","48.88182486366129, 2.3009038442467884",heptagone
3765,EC306347,75017,2023-02-27,2023-03-24,Opérateurs de réseau (gaz-électricité-RATP-etc),FRAICHEUR DE PARIS,108.19,,EMPRISE_CHAUSSEE,,741644,202417,"{""coordinates"": [[[2.302741526200795, 48.88293627735964], [2.302816194663955, 48.8829288196341], [2.303005965004865, 48.88285038831057], [2.3029485663864397, 48.88280573223507], [2.3027752992264823, 48.88288911688496], [2.302741526200795, 48.88293627735964]]], ""type"": ""Polygon""}","48.88287360492507, 2.302875783563814",hexagone
3766,EC306771,75008,2023-01-02,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,37.6,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,743100,202705,"{""coordinates"": [[[2.3254917856545556, 48.8708036200388], [2.325672017270657, 48.87074498307434], [2.3256625788726097, 48.87072762565728], [2.325471379254003, 48.870780281329665], [2.3254917856545556, 48.8708036200388]]], ""type"": ""Polygon""}","48.8707658098106, 2.3255686251989744",pentagone
3767,EC306837,75020,2023-02-06,2023-06-02,Opérateurs de réseau (gaz-électricité-RATP-etc),GRDF,307.17,Travaux sur réseau de gaz,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,743212,202740,"{""coordinates"": [[[2.3870323658707147, 48.86794228977411], [2.3870191975026147, 48.86794677658562], [2.387032424090605, 48.86796665226066], [2.3870465319592467, 48.8679701393], [2.387135228005904, 48.86782351202874], [2.387228084813096, 48.86767508481536], [2.3874655099028215, 48.86726556474787], [2.387567561663151, 48.8670980589114], [2.387639342271077, 48.866980942772884], [2.387675119353356, 48.86699068849258], [2.387688141892868, 48.866969125101015], [2.3876463377633064, 48.86694363888577], [2.387611375852894, 48.866952567616934], [2.3876167640163937, 48.866963979025755], [2.387582965728022, 48.867020726188265], [2.3874817752289546, 48.86717366535965], [2.3873451635339022, 48.86740383374448], [2.387241488581235, 48.86759182248242], [2.3870323658707147, 48.86794228977411]]], ""type"": ""Polygon""}","48.867432077664105, 2.387352215812799",autre
3768,EC307308,75017,2023-01-16,2023-03-31,Tiers (travaux sur bâtiment),PERSONNE PHYSIQUE,6.42,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,743816,202869,"{""coordinates"": [[[2.3209618144760547, 48.88256329527452], [2.3209792864518155, 48.88252449821473], [2.320961159445307, 48.88252066587083], [2.320942882364317, 48.88255919215917], [2.3209618144760547, 48.88256329527452]]], ""type"": ""Polygon""}","48.882542060827824, 2.3209612212123125",pentagone
3769,EC307735,75008,2023-01-16,2023-04-21,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,8.48,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,747267,203343,"{""coordinates"": [[[2.3118892708741803, 48.874501146546656], [2.311884233441543, 48.874516599736026], [2.3119517662136952, 48.87452564048054], [2.3119574694022407, 48.874512012279716], [2.3118892708741803, 48.874501146546656]]], ""type"": ""Polygon""}","48.87451373359922, 2.311920056048486",pentagone
3770,EC307744,75007,2023-01-02,2023-04-08,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,23.83,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,747291,203354,"{""coordinates"": [[[2.3191607205784397, 48.852513786261724], [2.319133873885294, 48.85251464527366], [2.319143533374908, 48.85262626554952], [2.319168842388828, 48.85262565050507], [2.3191607205784397, 48.852513786261724]]], ""type"": ""Polygon""}","48.85256953203071, 2.3191517023089787",pentagone
3771,EC308762,75003,2023-01-09,2023-05-26,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,12.42,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,752838,203987,"{""coordinates"": [[[2.3567740017538585, 48.86182108974167], [2.356831602808943, 48.86187923089797], [2.356849988260424, 48.861871360596766], [2.3567923885565243, 48.86181321945623], [2.3567740017538585, 48.86182108974167]]], ""type"": ""Polygon""}","48.86184622493072, 2.3568119950891004",pentagone
3772,EC309073,75003,2023-02-13,2024-12-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,68.05,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,"AUTRE,STATIONNEMENT_PAYANT",754285,204229,"{""coordinates"": [[[2.362916470554463, 48.86517168719818], [2.3629357454230813, 48.86515074157003], [2.3626479724617733, 48.86505328006909], [2.362626827671632, 48.86507664392183], [2.362916470554463, 48.86517168719818]]], ""type"": ""Polygon""}","48.86511224213344, 2.3627792227366737",pentagone
3773,EC309177,75012,2022-12-09,2023-04-15,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,64.92,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,756015,204313,"{""coordinates"": [[[2.40712010404177, 48.83472955290109], [2.4071069471659787, 48.83473404116395], [2.4072029340338483, 48.83484608300715], [2.4072903527516294, 48.83486245475463], [2.4072993658676873, 48.83485840101672], [2.407662378345788, 48.83472131054067], [2.407695698047296, 48.8346422406858], [2.407615398201337, 48.834545758566684], [2.407602231061404, 48.83455115788924], [2.407682524358124, 48.83464809506248], [2.4076534480797602, 48.8347180780705], [2.407293230454464, 48.83485199502403], [2.407207881043186, 48.834835634433375], [2.40712010404177, 48.83472955290109]]], ""type"": ""Polygon""}","48.834744084897466, 2.407434919817324",autre
3774,EC309213,75014,2023-01-09,2023-04-14,Opérateurs de réseau (gaz-électricité-RATP-etc),RATP,128.05,Travaux sur réseau de transport public,EMPRISE_CHAUSSEE,,756073,204335,"{""coordinates"": [[[2.324632615387879, 48.841174661295994], [2.324662390355845, 48.8412061363325], [2.324739105343863, 48.84120884659573], [2.3248630035494466, 48.841164008306144], [2.324908616654813, 48.841104497444384], [2.324892498833258, 48.841083915321825], [2.324632615387879, 48.841174661295994]]], ""type"": ""Polygon""}","48.841155545938264, 2.324778146039077",heptagone
3775,EC309608,75020,2023-01-17,2023-03-24,Opérateurs de réseau (gaz-électricité-RATP-etc),GRDF,13.93,Travaux sur réseau de gaz,EMPRISE_TROTTOIR,,757557,204623,"{""coordinates"": [[[2.3899447494517125, 48.85859230171668], [2.38996242578381, 48.858585561294504], [2.3899464539257265, 48.8585645332011], [2.3898403514364626, 48.85854964857869], [2.3898367486129217, 48.85856260777368], [2.389942852490366, 48.858577492406084], [2.3899447494517125, 48.85859230171668]]], ""type"": ""Polygon""}","48.858566320876584, 2.389901181069779",heptagone
3776,EC309617,75009,2023-03-27,2023-05-26,Opérateurs de réseau (gaz-électricité-RATP-etc),GRDF,52.14,Travaux sur réseau de gaz,EMPRISE_TROTTOIR,,757569,204627,"{""coordinates"": [[[2.3341385563035044, 48.88203725767704], [2.3343055345167683, 48.88204547173144], [2.3343399690075324, 48.88210951757239], [2.334349447173689, 48.88211070882506], [2.334304134445762, 48.88200970919732], [2.3342662059439774, 48.88200608263342], [2.3342368442809587, 48.88200762719241], [2.334134020970105, 48.882014008997615], [2.3341385563035044, 48.88203725767704]]], ""type"": ""Polygon""}","48.8820316197593, 2.3342424364095313",nonagone
3777,EC310143,75010,2022-12-05,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,40.41,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,760808,204920,"{""coordinates"": [[[2.3651235281451966, 48.87217233699992], [2.365097744033634, 48.87216400457909], [2.3649795525106945, 48.87231797189646], [2.3650053366687045, 48.87232630524085], [2.3651235281451966, 48.87217233699992]]], ""type"": ""Polygon""}","48.87224515498354, 2.365051540118514",pentagone
3778,EC310526,75001,2023-01-16,2023-11-30,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,58.35,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,AUTRE,762270,205209,"{""coordinates"": [[[2.325145509488416, 48.86772113802363], [2.32515973816696, 48.867741709819526], [2.325442526747909, 48.86765131985716], [2.3254269185005807, 48.86763074031834], [2.325145509488416, 48.86772113802363]]], ""type"": ""Polygon""}","48.86768610015313, 2.325294095162958",pentagone
3779,EC310667,75018,2023-01-23,2023-05-05,Opérateurs de réseau (gaz-électricité-RATP-etc),GRDF,415.37,Travaux sur réseau de gaz,EMPRISE_TROTTOIR,,762576,205298,"{""coordinates"": [[[2.3375367248312138, 48.887799967303636], [2.3377287016295263, 48.888070143908685], [2.3379370027750785, 48.888359990531086], [2.337974349461266, 48.888518205107395], [2.3379679270940037, 48.88853421718064], [2.337435637562534, 48.88863020968761], [2.3374392354961775, 48.888643475775986], [2.337671398194134, 48.888602122229486], [2.337821153363855, 48.88857438789021], [2.3378368872817226, 48.88857116268148], [2.337979115964875, 48.88854297283242], [2.3380048522661814, 48.888592375730155], [2.3381450836528717, 48.888612951410416], [2.3382600000461946, 48.888535721072785], [2.3382401392566035, 48.88852286155817], [2.3382192919599873, 48.888533219895656], [2.3381598079971138, 48.88854108758163], [2.338092942520089, 48.88853206555213], [2.338041539060464, 48.8885017285921], [2.338009550855158, 48.88846512272507], [2.3379741652700208, 48.88836975854652], [2.3379305534429986, 48.88826979467271], [2.337901576870111, 48.88826781331184], [2.337725833745626, 48.888024137366756], [2.3376836801770384, 48.88797244921297], [2.3376865979574877, 48.887960170653045], [2.3376113187955485, 48.88785274600294], [2.3375914107316182, 48.88784352838368], [2.3375479745419128, 48.88778409166822], [2.3375126392623153, 48.8877934587137], [2.3375367248312138, 48.887799967303636]]], ""type"": ""Polygon""}","48.88837214797007, 2.3378971319650965",autre
3780,EC310682,75019,2022-11-21,2023-06-23,Tiers (travaux sur bâtiment),PERSONNE PHYSIQUE,10.22,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,STATIONNEMENT_PAYANT,762572,205305,"{""coordinates"": [[[2.377892945770171, 48.88484513429898], [2.3779569705589854, 48.88486094974249], [2.377966146910952, 48.8848441485477], [2.377902824337134, 48.88482742753896], [2.377892945770171, 48.88484513429898]]], ""type"": ""Polygon""}","48.88484434432374, 2.3779294272742257",pentagone
3781,EC310731,75001,2023-03-06,2023-04-28,Opérateurs de réseau (gaz-électricité-RATP-etc),GRDF,565.59,Travaux sur réseau de gaz,EMPRISE_CHAUSSEE,,762667,205328,"{""coordinates"": [[[2.3323606696773167, 48.86480624558261], [2.332461875565033, 48.86490143483972], [2.332460659461224, 48.86491017150152], [2.332660009808185, 48.86509178921537], [2.332864689712271, 48.865288555172704], [2.3329952131219795, 48.8654444710925], [2.333053210829991, 48.86548595916096], [2.333094798085543, 48.86547234727375], [2.333088929429131, 48.865456286431254], [2.3331036256874236, 48.86542977466708], [2.3331773519889154, 48.86540723505576], [2.3331076167742033, 48.86531213099015], [2.333031653070265, 48.865336843501815], [2.3329908944917124, 48.86532896651893], [2.332711827691513, 48.86505537582144], [2.332516374212019, 48.86488197656407], [2.3325021540628614, 48.86488217065642], [2.3324017173621856, 48.86479162994733], [2.3323606696773167, 48.86480624558261]]], ""type"": ""Polygon""}","48.86519010322685, 2.3328156278744974",autre
3782,EC310865,75004,2023-01-09,2023-04-06,Opérateurs de réseau (gaz-électricité-RATP-etc),ENEDIS,9.86,Travaux sur réseau électrique,EMPRISE_TROTTOIR,,763313,205416,"{""coordinates"": [[[2.359890262777507, 48.856862363040015], [2.35988844791117, 48.856869638968035], [2.359898781956985, 48.856871060360525], [2.3600144179678906, 48.856811114822854], [2.3600062128153163, 48.85680492388012], [2.359894736727854, 48.85686329711484], [2.359890262777507, 48.856862363040015]]], ""type"": ""Polygon""}","48.85683866799245, 2.3599513647023365",heptagone
3783,EC310868,75004,2023-01-09,2023-04-06,Opérateurs de réseau (gaz-électricité-RATP-etc),ENEDIS,148.69,Travaux sur réseau électrique,EMPRISE_CHAUSSEE,,763313,205416,"{""coordinates"": [[[2.3585102128226203, 48.857663930963], [2.3585186730097596, 48.85764940415199], [2.3587683603178284, 48.85754782979111], [2.358858238873522, 48.85750641786781], [2.3589467731196847, 48.85746203891426], [2.359038495848774, 48.85741084551132], [2.3590882514420284, 48.85737718763245], [2.3590824458698956, 48.857372374694584], [2.359333803431536, 48.85721889670709], [2.3593676247890665, 48.85724640003127], [2.3596123995875637, 48.85712316732379], [2.359593268686692, 48.85710758263027], [2.359760505320984, 48.85703243117661], [2.359772113661308, 48.85704251114571], [2.3598453578895167, 48.85700670145883], [2.359839208920001, 48.85700165918363], [2.3597767135084595, 48.85703320050185], [2.3597675201424764, 48.857023133453986], [2.359574642716476, 48.85710702697686], [2.3595899920450822, 48.857121453757514], [2.359375069854181, 48.85723027407312], [2.359341231706509, 48.85720413677342], [2.3593388433493883, 48.85720184773159], [2.359062147628635, 48.85736748503162], [2.359070675148853, 48.85737549984559], [2.3589577265693675, 48.857441150835314], [2.358867452973239, 48.85748665905536], [2.358750193878502, 48.857537942121304], [2.3585066022404617, 48.857648884373006], [2.3585102128226203, 48.857663930963]]], ""type"": ""Polygon""}","48.85734001066506, 2.3591460301691263",autre
3784,EC311231,75008,2023-01-31,2023-06-30,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,11.78,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,765609,205596,"{""coordinates"": [[[2.2993241351358655, 48.87731361024717], [2.2991842004886442, 48.87734921976526], [2.299192374068572, 48.87735746419466], [2.2993323087322546, 48.87732185466732], [2.2993241351358655, 48.87731361024717]]], ""type"": ""Polygon""}","48.87733553722015, 2.299258254600716",pentagone
3785,EC311253,75007,2023-01-04,2023-04-21,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,9.55,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,766268,205686,"{""coordinates"": [[[2.298378560480654, 48.85801749337267], [2.2984286607901154, 48.85798682141044], [2.298409498822875, 48.85797486995298], [2.2983607900041987, 48.85800463901948], [2.298378560480654, 48.85801749337267]]], ""type"": ""Polygon""}","48.85799599139001, 2.2983944131355796",pentagone
3786,EC311388,75004,2023-03-13,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,66.87,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,766474,205752,"{""coordinates"": [[[2.350816110739969, 48.860055912625185], [2.350805232816287, 48.860042648480295], [2.350726222702213, 48.86006954204213], [2.3507942617144635, 48.86014777855832], [2.350874556113433, 48.86012863351068], [2.3508249737369313, 48.860064613336476], [2.350816110739969, 48.860055912625185]]], ""type"": ""Polygon""}","48.86009650546695, 2.350800644104518",heptagone
3787,EC311486,75006,2022-12-05,2023-08-18,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,67.36,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,766597,205804,"{""coordinates"": [[[2.3324470287483283, 48.8512532246552], [2.332448024177242, 48.851283284033684], [2.3323471947661556, 48.85129000803114], [2.332368912861442, 48.85131836184373], [2.3326003045589876, 48.851300071958796], [2.332618598850195, 48.85127239645235], [2.332486708761181, 48.85127985746151], [2.332482235167491, 48.851252054952276], [2.3324470287483283, 48.8512532246552]]], ""type"": ""Polygon""}","48.85129122169257, 2.332479439760691",nonagone
3788,EC311532,75019,2023-01-02,2023-04-24,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,34.19,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,766961,205840,"{""coordinates"": [[[2.38968247298297, 48.879847961332466], [2.3896961822091414, 48.8798416567778], [2.3895996004041065, 48.87977650353136], [2.3893948108196694, 48.87978388321854], [2.389395861348372, 48.8797973218529], [2.3895927142742286, 48.879789674167], [2.38968247298297, 48.879847961332466]]], ""type"": ""Polygon""}","48.879796513123765, 2.389549014030549",heptagone
3789,EC311536,75006,2023-03-27,2023-09-30,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,11.76,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,766927,205833,"{""coordinates"": [[[2.3337963078673827, 48.85344205202455], [2.3337927700331496, 48.853428824392246], [2.333685835298067, 48.853443638512395], [2.3336912313454725, 48.853456387246176], [2.3337963078673827, 48.85344205202455]]], ""type"": ""Polygon""}","48.85344268587319, 2.3337416744451747",pentagone
3790,EC311690,75017,2022-12-12,2023-04-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,9.07,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,767244,205944,"{""coordinates"": [[[2.2877236202491344, 48.87960521773193], [2.2877079154130655, 48.879617646685205], [2.2877606837245263, 48.87964642021034], [2.2877763903046646, 48.87963376372817], [2.2877236202491344, 48.87960521773193]]], ""type"": ""Polygon""}","48.87962579132203, 2.2877421959207167",pentagone
3791,EC311858,75016,2023-01-02,2023-04-30,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,8.89,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,767990,206070,"{""coordinates"": [[[2.287678949635839, 48.87419932350454], [2.2876624749447183, 48.87424293984138], [2.2876865916115774, 48.87424627062552], [2.287702375095262, 48.87420265017254], [2.287678949635839, 48.87419932350454]]], ""type"": ""Polygon""}","48.87422289618694, 2.2876825565794716",pentagone
3792,EC311973,75018,2023-01-16,2023-04-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,51.89,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",AUTRE,768612,206144,"{""coordinates"": [[[2.365359176642373, 48.89230611232507], [2.3654807269991833, 48.89224847147202], [2.3654044741771667, 48.8922157368127], [2.3653384354783435, 48.892251359662765], [2.365359176642373, 48.89230611232507]]], ""type"": ""Polygon""}","48.892257102895506, 2.365398566192415",pentagone
3793,EC312414,75009,2023-03-31,2023-04-03,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,53.13,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,768465,206110,"{""coordinates"": [[[2.332725974825044, 48.8717425956759], [2.3327647095816575, 48.871736437075036], [2.3326909413216805, 48.8715675415413], [2.3326577277456875, 48.87157373179987], [2.332725974825044, 48.8717425956759]]], ""type"": ""Polygon""}","48.87165708342072, 2.332710699578442",pentagone
3794,EC312464,75015,2023-02-06,2023-06-30,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,499.46,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",STATIONNEMENT_PAYANT,767845,206188,"{""coordinates"": [[[2.290416871112913, 48.84663552676812], [2.2904123967866825, 48.84668030930536], [2.2904428837711017, 48.84671145526891], [2.2911974581378867, 48.84674980817082], [2.2912413279906696, 48.846730396260284], [2.291249602920214, 48.84667743939968], [2.290416871112913, 48.84663552676812]]], ""type"": ""Polygon""}","48.84669321922417, 2.2908293105127093",heptagone
3795,EC312488,75016,2022-12-12,2023-06-09,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,10.0,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,771846,206508,"{""coordinates"": [[[2.25636750297508, 48.840449285141126], [2.256340199131083, 48.840448155771455], [2.2563346213242412, 48.84049282087356], [2.256361925204344, 48.84049394934511], [2.25636750297508, 48.840449285141126]]], ""type"": ""Polygon""}","48.840471052770624, 2.2563510621143825",pentagone
3796,EC313496,75012,2023-01-09,2023-05-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,6.44,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,775825,207155,"{""coordinates"": [[[2.399938925774726, 48.83644100871802], [2.3999567978013236, 48.83644656290491], [2.4000006094798834, 48.83641581670602], [2.39998966768763, 48.83640756502409], [2.399938925774726, 48.83644100871802]]], ""type"": ""Polygon""}","48.83642799689549, 2.3999708942062608",pentagone
3797,EC313690,75004,2023-01-23,2023-04-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,10.75,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,,776360,207297,"{""coordinates"": [[[2.3513793082957832, 48.85899887612798], [2.351397742140596, 48.85901491341021], [2.35145047138904, 48.85899243126619], [2.3514615689449534, 48.85898793710505], [2.351443797748042, 48.858974179676686], [2.351400050466119, 48.858995800359324], [2.3513938964030934, 48.858991213598564], [2.3513793082957832, 48.85899887612798]]], ""type"": ""Polygon""}","48.85899482843999, 2.3514201582721905",octogone
3798,EC313709,75011,2023-01-16,2023-04-21,Opérateurs de réseau (gaz-électricité-RATP-etc),ENEDIS,6.83,Travaux sur réseau électrique,EMPRISE_TROTTOIR,,776371,207306,"{""coordinates"": [[[2.381014915302677, 48.861112763353674], [2.381021245331257, 48.86110277829175], [2.380943577308588, 48.861075965485924], [2.3809413987680155, 48.86108506098307], [2.381014915302677, 48.861112763353674]]], ""type"": ""Polygon""}","48.86109459751387, 2.3809816568716147",pentagone
3799,EC313971,75005,2023-02-16,2023-10-27,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,103.5,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR","AUTRE,STATIONNEMENT_PAYANT",777032,207463,"{""coordinates"": [[[2.348956303066995, 48.840358018937614], [2.348648825101992, 48.840258667804285], [2.348634784628686, 48.840278172320396], [2.3486513780673017, 48.84030285310221], [2.3488977049999025, 48.84038229043132], [2.3489381179701554, 48.84037795690789], [2.348956303066995, 48.840358018937614]]], ""type"": ""Polygon""}","48.84032498507909, 2.348789235494739",heptagone
3800,EC313994,75009,2023-01-02,2024-04-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,34.72,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,757001,204532,"{""coordinates"": [[[2.333180619463426, 48.872692850489386], [2.33314741825427, 48.87269812991879], [2.3331650202561445, 48.8727250939589], [2.333193459474296, 48.87274141802065], [2.3331982675520075, 48.87274326596773], [2.333230624510249, 48.87275004916373], [2.3332550853879686, 48.872753600209386], [2.333283427448305, 48.87275057081396], [2.3333118264308843, 48.87274298747197], [2.3333309483218327, 48.87273216519458], [2.333338661135529, 48.872722873902305], [2.333305598435738, 48.87271722536883], [2.333283016036923, 48.87272871096674], [2.3332646785620623, 48.87273225205358], [2.3332219196624604, 48.87272905415009], [2.3331982519932932, 48.87271753756615], [2.3331849339928605, 48.87270630706508], [2.333180619463426, 48.872692850489386]]], ""type"": ""Polygon""}","48.872729827500415, 2.333237059549509",autre
3801,EC314045,75015,2023-02-13,2023-12-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,25.2,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,774753,206868,"{""coordinates"": [[[2.2956990414780947, 48.85334479724557], [2.295571950314536, 48.85337934085654], [2.295585124636513, 48.8534001378553], [2.295711871067233, 48.85336559220161], [2.2956990414780947, 48.85334479724557]]], ""type"": ""Polygon""}","48.853372474373344, 2.2956419527000156",pentagone
3802,EC314157,75015,2023-02-06,2023-04-14,Opérateurs de réseau (gaz-électricité-RATP-etc),CPCU,23.33,Travaux sur réseau de chauffage urbain,EMPRISE_CHAUSSEE,,778586,207552,"{""coordinates"": [[[2.3039436846315358, 48.8334017484143], [2.3039852701669616, 48.83345151267787], [2.3040263850878637, 48.83340735250612], [2.304007729028524, 48.833383906076584], [2.3039436846315358, 48.8334017484143]]], ""type"": ""Polygon""}","48.833412973241714, 2.3039875155248466",pentagone
3803,EC314254,75017,2022-12-12,2024-02-29,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,70.07,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,778685,207578,"{""coordinates"": [[[2.3145360537140514, 48.88488281089963], [2.3144592068992837, 48.88502945122519], [2.314516076372903, 48.88503660725466], [2.314588747534786, 48.88489244762921], [2.3145360537140514, 48.88488281089963]]], ""type"": ""Polygon""}","48.884960909937135, 2.3145246245837447",pentagone
3804,EC314269,75014,2023-01-02,2023-04-24,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,21.06,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,"DEUX_ROUES,STATIONNEMENT_PAYANT",776405,207336,"{""coordinates"": [[[2.3232673247655256, 48.83188512461154], [2.3232619718402, 48.831869421834526], [2.323107510120003, 48.83190089283501], [2.3231143820896514, 48.831916270548064], [2.3232673247655256, 48.83188512461154]]], ""type"": ""Polygon""}","48.831892912179356, 2.3231878040863347",pentagone
3805,EC314360,75016,2023-01-02,2023-03-31,Opérateurs de réseau (gaz-électricité-RATP-etc),ENEDIS,23.32,Travaux sur réseau électrique,EMPRISE_CHAUSSEE,,778925,207658,"{""coordinates"": [[[2.2635657311744635, 48.84515184664464], [2.2635701054596904, 48.845232931022764], [2.2636143225427947, 48.84522864969567], [2.2635933264283032, 48.84515201651097], [2.2635657311744635, 48.84515184664464]]], ""type"": ""Polygon""}","48.84519451272569, 2.263586245606874",pentagone
3806,EC314394,75008,2023-01-16,2023-04-30,Ville de Paris (Tvx sur espace ou édifice public),Ville de Paris (autres),653.98,Travaux sur édifice public (VdP*),"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,779024,207671,"{""coordinates"": [[[2.309637601947148, 48.868601480074794], [2.30962903584371, 48.8686228323915], [2.3095816560657236, 48.86865625667365], [2.309819599355078, 48.86877511227236], [2.3098635275784196, 48.86874166889759], [2.3099089546807874, 48.86875149356121], [2.3099532241018736, 48.86874446319675], [2.3099976443049735, 48.86872604887183], [2.3100195348751322, 48.868688835144326], [2.310025477222113, 48.868500804564285], [2.310009057039594, 48.86848978105857], [2.309860289766113, 48.86851715560725], [2.3097424743584405, 48.86855290601059], [2.309637601947148, 48.868601480074794]]], ""type"": ""Polygon""}","48.86863344414172, 2.3098455919087777",autre
3807,EC314396,75002,2023-01-30,2023-04-15,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,25.03,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,779080,207672,"{""coordinates"": [[[2.3305944299784134, 48.868511273700456], [2.3305185724267843, 48.868431911334085], [2.3304898977259665, 48.868444020685], [2.330568245323544, 48.86852257949244], [2.3305944299784134, 48.868511273700456]]], ""type"": ""Polygon""}","48.868476894094364, 2.3305422396441706",pentagone
